Matricula,Nombre,Calificacion 1,Calificacion 2,Calificacion 3
13410,Carlos María  Rodríguez Rodríguez,90.0,82.0,90.0
15683,María Lucia  González Rodríguez,42.0,98.0,80.0
12198,Laura Ana  Rodríguez Martínez,98.0,66.0,71.0
12165,Ana María  Gómez Gómez,41.0,41.0,49.0
11807,Pedro Carlos  López Gómez,99.0,84.0,50.0
15848,Leticia Juan  Martínez Gómez,92.0,69.0,54.0
12715,Leticia Pedro  López Rodríguez,68.0,72.0,100.0
10511,Sofía Laura  López Gómez,66.0,80.0,42.0
17054,María Ana  López López,49.0,60.0,94.0
19448,Sofía Angel  Gómez Fernández,92.0,96.0,89.0
16527,Andrés Luis  Gómez López,44.0,59.0,75.0
17594,Leticia María  González Pérez,72.0,99.0,65.0
11247,Sofía Luis  Gómez Martínez,59.0,71.0,41.0
11275,Isabel María  López Gómez,57.0,97.0,47.0
16970,Laura Laura  Gómez Fernández,77.0,54.0,91.0
18927,María Pedro  Rodríguez Fernández,77.0,74.0,41.0
19075,Pedro Carlos  Gómez Martínez,68.0,100.0,94.0
12265,Andrés Angel  López López,45.0,53.0,84.0
12772,Laura Laura  Fernández Martínez,95.0,55.0,98.0
12506,Andrés Ana  González Pérez,95.0,97.0,81.0
13399,Carlos Betsua  Fernández Fernández,57.0,71.0,78.0
12694,Isabel Angel  Martínez González,48.0,65.0,42.0
13739,Laura Lucia  Martínez Gómez,74.0,80.0,72.0
10486,Luis Luis  Pérez Rodríguez,51.0,94.0,41.0
18606,Leticia Angel  González Fernández,53.0,89.0,82.0
12220,Laura Lucia  Fernández Pérez,90.0,84.0,46.0
18078,Ana Pedro  López López,56.0,61.0,75.0
15848,Luis Betsua  Rodríguez López,77.0,74.0,52.0
14719,Laura Luis  Gómez López,44.0,44.0,65.0
15491,María Juan  Pérez López,91.0,67.0,98.0
11941,Sofía Angel  Pérez González,66.0,61.0,53.0
16698,Leticia Juan  Martínez González,54.0,80.0,82.0
14288,Luis Juan  González Gómez,68.0,52.0,44.0
12593,Leticia Betsua  López Gómez,97.0,94.0,99.0
15611,Leticia Pedro  López González,78.0,64.0,75.0
18217,Carlos Juan  Pérez Rodríguez,81.0,97.0,62.0
15436,Carlos Pedro  Gómez Rodríguez,59.0,81.0,91.0
18734,Pedro María  Fernández Martínez,78.0,89.0,68.0
12368,Luis Ana  Martínez Fernández,70.0,55.0,57.0
16162,Pedro Betsua  González González,95.0,52.0,79.0
19100,Isabel María  Martínez Fernández,42.0,75.0,63.0
15001,Luis Laura  Rodríguez González,49.0,85.0,79.0
13842,Carlos Ana  Martínez López,54.0,81.0,71.0
16202,Laura Juan  Fernández Pérez,70.0,85.0,75.0
15677,Andrés Pedro  Gómez Gómez,58.0,82.0,48.0
16394,Leticia Pedro  Gómez Martínez,72.0,45.0,79.0
17721,Pedro Angel  Fernández Martínez,74.0,77.0,100.0
18381,Carlos María  Rodríguez Rodríguez,59.0,56.0,90.0
15016,Leticia Juan  González González,51.0,100.0,69.0
16719,Sofía Betsua  Gómez Martínez,78.0,42.0,53.0
16656,Carlos Angel  Martínez Pérez,70.0,71.0,41.0
11600,Sofía Ana  Martínez Gómez,51.0,56.0,62.0
12523,María Lucia  González Fernández,90.0,86.0,44.0
12419,Ana Carlos  López López,64.0,76.0,87.0
10080,Pedro Angel  Martínez Gómez,70.0,51.0,85.0
19559,Isabel Luis  López Martínez,63.0,53.0,95.0
19756,María Ana  Rodríguez Rodríguez,72.0,82.0,47.0
18472,Luis Laura  Gómez Fernández,97.0,67.0,100.0
11750,Isabel María  Rodríguez González,54.0,78.0,78.0
13357,María Laura  López Gómez,60.0,99.0,43.0
19761,Luis Luis  López Pérez,96.0,75.0,69.0
19881,Andrés Lucia  Gómez González,84.0,88.0,89.0
18412,Carlos Angel  Gómez González,91.0,99.0,94.0
11821,Laura Luis  Pérez López,56.0,93.0,60.0
14369,Sofía Angel  López Fernández,100.0,100.0,71.0
12762,Laura Juan  González González,58.0,99.0,94.0
16158,Luis Betsua  Pérez Gómez,99.0,48.0,87.0
11398,Pedro Luis  Pérez Martínez,78.0,49.0,71.0
10590,Luis Juan  Pérez Pérez,94.0,67.0,81.0
10171,Andrés María  Gómez González,41.0,87.0,92.0
11890,Isabel Betsua  Rodríguez González,79.0,50.0,60.0
15933,María Lucia  González Gómez,83.0,74.0,52.0
17875,Sofía Carlos  Fernández Rodríguez,62.0,87.0,89.0
15215,Luis Luis  Pérez Rodríguez,81.0,86.0,94.0
11771,Carlos Angel  Martínez Pérez,85.0,57.0,51.0
17415,Leticia Lucia  Rodríguez Fernández,73.0,55.0,90.0
16047,Isabel Carlos  Martínez López,51.0,55.0,47.0
19572,Sofía Carlos  Gómez Pérez,89.0,56.0,79.0
14159,Andrés Juan  López Gómez,63.0,61.0,44.0
17971,María Laura  González López,71.0,89.0,87.0
13747,Pedro Luis  Gómez González,62.0,68.0,57.0
12605,Laura Juan  Rodríguez González,47.0,60.0,64.0
19201,Sofía Carlos  González Martínez,43.0,62.0,74.0
19037,Ana Carlos  Pérez González,70.0,58.0,79.0
11276,Laura Pedro  Martínez Rodríguez,96.0,80.0,86.0
18322,Sofía Lucia  Rodríguez Rodríguez,83.0,93.0,46.0
12752,Luis Angel  Pérez Pérez,86.0,56.0,85.0
10422,Leticia Ana  Pérez Martínez,49.0,76.0,52.0
12733,Andrés Ana  Fernández Pérez,61.0,101.0,93.0
18472,Laura Carlos  Fernández Martínez,85.0,48.0,57.0
16699,Leticia Lucia  Gómez Martínez,43.0,88.0,65.0
19965,Andrés María  Rodríguez López,68.0,42.0,55.0
13409,Pedro Juan  Pérez Fernández,83.0,46.0,42.0
17179,Pedro Betsua  Gómez Gómez,94.0,97.0,50.0
16635,Luis María  Rodríguez Martínez,51.0,59.0,73.0
14327,Ana María  Gómez Gómez,53.0,90.0,44.0
10346,María Juan  Pérez Gómez,86.0,95.0,76.0
19624,Isabel María  Fernández Martínez,77.0,49.0,96.0
12199,Pedro María  López Pérez,54.0,41.0,60.0
16360,Luis Laura  González Fernández,53.0,76.0,66.0
12807,Leticia Juan  López Pérez,62.0,51.0,51.0
17224,Andrés Betsua  Martínez Rodríguez,69.0,51.0,58.0
19256,Isabel Pedro  González González,67.0,70.0,84.0
10879,Ana María  Pérez González,90.0,59.0,53.0
16144,María Pedro  López Rodríguez,95.0,43.0,76.0
11422,Carlos Betsua  Rodríguez Fernández,70.0,63.0,56.0
19637,Ana Pedro  Fernández Rodríguez,87.0,45.0,73.0
16638,Sofía Laura  Martínez González,71.0,99.0,54.0
15480,Andrés Angel  Gómez Pérez,61.0,61.0,87.0
13819,Isabel Carlos  Fernández Rodríguez,64.0,63.0,81.0
18303,Sofía Pedro  López Rodríguez,48.0,63.0,101.0
17463,Pedro Ana  Martínez Gómez,76.0,53.0,51.0
10640,Pedro Ana  González López,85.0,72.0,79.0
17863,Laura Betsua  Martínez López,54.0,76.0,43.0
11667,Ana Lucia  Pérez González,41.0,75.0,91.0
14402,Luis Carlos  Rodríguez López,59.0,44.0,80.0
18314,Leticia María  González Martínez,72.0,66.0,71.0
18032,Andrés Juan  Pérez López,47.0,68.0,99.0
19024,Carlos Ana  Gómez Fernández,83.0,95.0,88.0
16456,Luis Lucia  González Pérez,57.0,56.0,63.0
17744,Andrés Ana  López Martínez,85.0,50.0,53.0
14346,Andrés Carlos  Martínez González,101.0,53.0,63.0
12965,Isabel Carlos  González Pérez,46.0,52.0,92.0
13764,María Juan  Martínez Rodríguez,54.0,45.0,79.0
18863,Laura Lucia  López Gómez,58.0,69.0,51.0
15969,Isabel Carlos  Rodríguez López,92.0,89.0,87.0
12613,Sofía Ana  González Fernández,56.0,46.0,71.0
14955,Sofía Lucia  Pérez Pérez,89.0,93.0,80.0
19975,Sofía Lucia  López Rodríguez,65.0,46.0,70.0
12353,Luis María  Martínez González,80.0,94.0,61.0
17486,Laura Angel  Rodríguez López,77.0,40.0,74.0
11127,Carlos Carlos  Rodríguez Fernández,47.0,47.0,65.0
11122,Laura Juan  Gómez Gómez,83.0,50.0,93.0
17833,Isabel Pedro  Pérez González,45.0,94.0,75.0
16442,Andrés Betsua  Rodríguez Rodríguez,97.0,63.0,83.0
19275,Isabel Angel  González López,84.0,50.0,65.0
16717,Andrés Ana  Fernández Gómez,91.0,85.0,44.0
19111,Sofía Lucia  Pérez Fernández,56.0,71.0,59.0
11511,Leticia Ana  Gómez González,69.0,59.0,52.0
14350,Laura Laura  López Rodríguez,82.0,90.0,90.0
17901,Carlos Laura  Pérez Fernández,44.0,58.0,92.0
13762,Luis María  Pérez González,70.0,67.0,75.0
11816,Andrés Ana  Fernández Martínez,97.0,53.0,74.0
14861,Ana Ana  Pérez Rodríguez,72.0,85.0,57.0
12311,Carlos María  Pérez Pérez,73.0,98.0,99.0
15889,Isabel María  Pérez González,72.0,85.0,77.0
11542,Laura Pedro  Martínez Rodríguez,69.0,82.0,52.0
12271,Leticia Luis  González Martínez,75.0,73.0,57.0
10929,Leticia Luis  Gómez Martínez,83.0,88.0,73.0
12241,Sofía Juan  Pérez López,51.0,47.0,78.0
19609,Isabel Carlos  González Fernández,91.0,45.0,76.0
19154,Pedro Luis  González Martínez,61.0,71.0,86.0
13252,Pedro Betsua  Martínez Fernández,68.0,87.0,89.0
10115,Isabel Lucia  Pérez López,50.0,43.0,67.0
10541,Andrés Angel  Rodríguez Rodríguez,98.0,78.0,53.0
16624,Luis Lucia  Pérez Pérez,52.0,59.0,97.0
19146,Pedro María  Fernández López,101.0,78.0,69.0
19858,Sofía Betsua  Fernández Martínez,94.0,41.0,84.0
18033,Sofía Lucia  Rodríguez Gómez,60.0,65.0,69.0
11753,Carlos Pedro  Rodríguez Pérez,64.0,49.0,89.0
17749,Carlos Juan  González Gómez,60.0,91.0,74.0
19167,Pedro Angel  López Pérez,67.0,55.0,46.0
15689,Pedro Lucia  González Fernández,84.0,77.0,81.0
15620,Sofía Laura  López Rodríguez,68.0,67.0,79.0
11597,Andrés Carlos  Martínez Rodríguez,93.0,58.0,54.0
10084,Carlos María  Martínez Pérez,93.0,53.0,79.0
13959,Luis Ana  Gómez González,81.0,67.0,58.0
13713,Andrés Angel  González López,95.0,87.0,91.0
18154,Ana María  Fernández Fernández,83.0,74.0,72.0
15103,Leticia Pedro  Pérez Gómez,76.0,82.0,97.0
14496,Isabel Angel  Gómez Pérez,48.0,45.0,96.0
13680,Carlos Pedro  Rodríguez Pérez,92.0,63.0,82.0
10146,Isabel Laura  Rodríguez Fernández,99.0,64.0,48.0
18120,Pedro Angel  Gómez Gómez,72.0,94.0,63.0
15814,Leticia Laura  Gómez Pérez,96.0,54.0,98.0
18339,Pedro Juan  Martínez López,54.0,59.0,82.0
15584,Leticia Carlos  Fernández Gómez,42.0,61.0,59.0
11501,María Carlos  Rodríguez López,56.0,52.0,77.0
11269,Ana Ana  López Martínez,90.0,70.0,43.0
14993,María María  López Fernández,79.0,75.0,59.0
19398,Andrés Juan  López Pérez,73.0,68.0,69.0
16918,Pedro Carlos  Gómez Fernández,73.0,77.0,93.0
13706,Sofía Laura  González Pérez,97.0,55.0,73.0
16021,María Juan  Fernández Rodríguez,65.0,69.0,85.0
16244,Luis Pedro  Gómez López,95.0,60.0,77.0
12383,Pedro Lucia  González Rodríguez,69.0,97.0,78.0
13795,Isabel Luis  Gómez López,63.0,82.0,48.0
14716,Sofía Angel  Pérez Rodríguez,48.0,90.0,94.0
13265,Isabel Pedro  Martínez Gómez,53.0,86.0,60.0
17882,María Angel  Pérez Fernández,45.0,44.0,71.0
15884,Sofía Carlos  Rodríguez Gómez,56.0,79.0,80.0
14635,Carlos Laura  Gómez López,44.0,88.0,65.0
16297,Andrés Ana  Rodríguez Rodríguez,90.0,81.0,73.0
12119,Laura Luis  Fernández Fernández,91.0,43.0,82.0
11957,Ana Juan  Martínez Fernández,70.0,82.0,71.0
16573,Pedro Betsua  Martínez Pérez,100.0,89.0,67.0
15817,Pedro Pedro  Pérez Gómez,49.0,60.0,77.0
18196,Luis Luis  Rodríguez Pérez,73.0,60.0,100.0
17716,Laura Lucia  Martínez González,52.0,74.0,53.0
13746,Ana Pedro  Gómez Fernández,72.0,80.0,65.0
16126,Sofía Luis  González López,59.0,79.0,89.0
15877,Sofía Juan  González Rodríguez,45.0,44.0,40.0
17076,Andrés Luis  Fernández Rodríguez,88.0,44.0,46.0
14545,Ana Betsua  González Rodríguez,45.0,67.0,42.0
15885,Carlos Ana  López López,45.0,100.0,74.0
16567,Sofía Pedro  Rodríguez Fernández,85.0,68.0,58.0
14638,Andrés Lucia  Pérez Martínez,76.0,78.0,91.0
11725,Carlos Laura  Gómez Pérez,48.0,101.0,40.0
17859,Luis María  Fernández Fernández,62.0,68.0,45.0
14773,Ana Juan  González Rodríguez,65.0,74.0,54.0
11976,Carlos María  Rodríguez Fernández,61.0,81.0,58.0
17307,Pedro Luis  Martínez González,85.0,64.0,51.0
12527,María Betsua  López Fernández,45.0,52.0,41.0
15636,Laura Laura  Gómez González,97.0,68.0,46.0
13990,Leticia Angel  Rodríguez Rodríguez,73.0,80.0,58.0
13062,Isabel Betsua  Martínez Gómez,57.0,62.0,40.0
15539,María Juan  Pérez Martínez,52.0,57.0,79.0
18180,Sofía María  Fernández López,99.0,53.0,71.0
13746,Pedro Luis  López Fernández,60.0,92.0,74.0
11801,Isabel Betsua  Fernández Martínez,65.0,93.0,67.0
16289,Laura Lucia  López López,92.0,44.0,41.0
16368,Andrés Luis  Fernández Gómez,44.0,51.0,43.0
17615,Andrés Betsua  Martínez Martínez,99.0,76.0,83.0
18413,Laura Betsua  Gómez González,41.0,85.0,62.0
17565,María Ana  González Gómez,53.0,54.0,65.0
19271,Laura Pedro  Pérez Rodríguez,60.0,90.0,75.0
13615,Ana Carlos  Gómez González,94.0,91.0,80.0
16541,Sofía Carlos  Rodríguez Gómez,68.0,76.0,45.0
18228,Ana Laura  Pérez González,94.0,49.0,74.0
15098,Leticia María  González Fernández,65.0,45.0,100.0
17973,Andrés Juan  López Gómez,87.0,81.0,96.0
13811,Sofía Lucia  Pérez Gómez,50.0,82.0,57.0
15153,Pedro Lucia  Rodríguez Fernández,59.0,97.0,82.0
18485,Leticia Angel  Rodríguez Gómez,86.0,48.0,59.0
10026,Luis Juan  Pérez López,95.0,86.0,72.0
11505,María Laura  Pérez López,59.0,68.0,97.0
17729,Ana Juan  Rodríguez González,81.0,47.0,69.0
15196,Carlos Carlos  Gómez Gómez,41.0,72.0,56.0
16459,Carlos Lucia  Rodríguez Martínez,61.0,57.0,89.0
13725,Andrés María  Gómez Rodríguez,63.0,64.0,86.0
17067,Sofía Angel  Fernández González,45.0,64.0,55.0
10796,María Laura  Pérez Fernández,99.0,80.0,66.0
19427,Sofía Pedro  Rodríguez Rodríguez,85.0,54.0,60.0
10662,Leticia Juan  Pérez Fernández,49.0,73.0,58.0
16660,Sofía Ana  Martínez González,82.0,42.0,74.0
11531,Isabel Luis  González González,53.0,68.0,45.0
14316,Sofía Laura  López López,97.0,85.0,88.0
13281,Leticia Juan  Gómez Pérez,56.0,67.0,48.0
15354,Sofía Angel  Gómez Fernández,83.0,54.0,85.0
12925,Leticia Laura  Gómez López,61.0,42.0,65.0
11853,Pedro Laura  Fernández González,87.0,55.0,49.0
12962,Leticia Angel  López González,43.0,74.0,85.0
15966,Sofía Laura  Rodríguez López,58.0,98.0,75.0
10463,Laura María  Rodríguez Pérez,88.0,90.0,56.0
13829,Luis Pedro  López Pérez,84.0,88.0,93.0
10715,Carlos Laura  Gómez González,92.0,91.0,44.0
10132,Isabel Carlos  Pérez Martínez,66.0,80.0,61.0
16269,Andrés Laura  Rodríguez Pérez,85.0,100.0,69.0
18758,Isabel Carlos  Martínez Pérez,48.0,60.0,59.0
10073,Luis Laura  Martínez Martínez,67.0,66.0,94.0
12124,Sofía Angel  Fernández Rodríguez,71.0,74.0,54.0
11908,Pedro María  Pérez Pérez,73.0,41.0,83.0
19906,Laura Ana  Gómez Pérez,73.0,81.0,40.0
19926,Andrés María  González González,59.0,52.0,90.0
13266,Sofía Angel  Gómez Gómez,63.0,77.0,76.0
11336,Laura Betsua  Rodríguez Gómez,56.0,76.0,40.0
17636,Sofía Luis  González Martínez,80.0,54.0,40.0
13239,Luis Betsua  González González,55.0,97.0,95.0
10024,María Lucia  López Rodríguez,62.0,92.0,80.0
18523,María Pedro  Martínez Pérez,68.0,58.0,57.0
16802,Andrés Juan  González Gómez,88.0,77.0,65.0
11094,Luis María  Pérez Martínez,93.0,97.0,58.0
18797,Isabel Luis  Pérez González,44.0,89.0,101.0
12902,María Luis  Rodríguez Rodríguez,52.0,62.0,88.0
13838,María Juan  Martínez Rodríguez,74.0,60.0,56.0
13718,Pedro Lucia  López Pérez,70.0,90.0,94.0
16806,Sofía Ana  Rodríguez Gómez,96.0,60.0,73.0
16257,Luis Laura  Gómez González,85.0,57.0,68.0
17777,Sofía María  Martínez Fernández,67.0,75.0,43.0
10006,María Luis  Martínez Martínez,86.0,76.0,72.0
17140,Luis Angel  Rodríguez Martínez,62.0,55.0,70.0
13442,Andrés María  González Pérez,68.0,92.0,54.0
16246,Luis Luis  López Martínez,89.0,41.0,51.0
10674,Andrés Laura  González Rodríguez,43.0,88.0,45.0
14412,Sofía Ana  González González,77.0,61.0,69.0
10467,Leticia Laura  González Fernández,61.0,77.0,92.0
19548,Pedro Pedro  Fernández Fernández,51.0,97.0,77.0
15686,Isabel Carlos  Gómez Gómez,67.0,48.0,61.0
16020,Luis Angel  Martínez Martínez,64.0,58.0,86.0
15526,María Ana  Gómez Rodríguez,93.0,43.0,47.0
17436,Sofía María  Gómez Fernández,85.0,89.0,72.0
12201,Laura María  Martínez López,82.0,87.0,46.0
19763,Isabel Lucia  Fernández González,63.0,70.0,88.0
18471,Isabel Ana  González Rodríguez,42.0,49.0,84.0
11508,Leticia Carlos  Fernández Martínez,89.0,57.0,79.0
14124,Ana Pedro  Fernández González,83.0,64.0,89.0
11691,Andrés Betsua  López Gómez,63.0,74.0,73.0
11695,Carlos Ana  Gómez Martínez,75.0,66.0,45.0
14470,Pedro Angel  Pérez Rodríguez,95.0,42.0,51.0
10395,Carlos Carlos  López López,69.0,49.0,97.0
12324,María Pedro  López Pérez,71.0,84.0,67.0
12226,Carlos Laura  López Martínez,64.0,46.0,61.0
16208,Isabel Betsua  Pérez Fernández,41.0,41.0,92.0
13392,Luis Carlos  López Gómez,61.0,73.0,76.0
19390,Isabel Laura  Pérez González,95.0,43.0,54.0
15235,Andrés María  López Martínez,72.0,91.0,52.0
13303,Luis Lucia  Martínez López,69.0,81.0,51.0
16900,Luis Laura  Pérez Fernández,58.0,97.0,100.0
18323,Isabel Pedro  Gómez López,98.0,69.0,51.0
18198,Laura Juan  Gómez Rodríguez,79.0,99.0,51.0
11971,Leticia Betsua  López Gómez,75.0,91.0,66.0
19168,Carlos Juan  Gómez Gómez,61.0,64.0,96.0
11729,María María  González López,67.0,80.0,71.0
17776,Laura Juan  Martínez López,83.0,98.0,48.0
12040,Andrés Juan  González González,48.0,64.0,79.0
18339,Laura Ana  González Fernández,56.0,90.0,50.0
17334,Luis Laura  Rodríguez Rodríguez,83.0,78.0,51.0
17697,Andrés Juan  Martínez López,64.0,41.0,81.0
12927,María Laura  Fernández Rodríguez,88.0,43.0,76.0
17453,María Lucia  Fernández Pérez,83.0,93.0,51.0
18974,Laura Ana  Fernández González,57.0,78.0,91.0
15567,Carlos Pedro  Gómez Martínez,45.0,73.0,51.0
12111,Laura Lucia  Fernández Martínez,96.0,45.0,80.0
16819,Laura Betsua  Rodríguez Rodríguez,81.0,61.0,66.0
14168,Ana Lucia  Gómez Fernández,75.0,69.0,78.0
16180,Pedro Betsua  López Fernández,48.0,58.0,59.0
11286,Pedro Ana  Fernández Gómez,99.0,97.0,76.0
19256,Pedro Laura  Pérez Pérez,45.0,67.0,49.0
18281,Laura Luis  González Martínez,98.0,42.0,70.0
15498,Carlos Laura  Pérez Gómez,95.0,47.0,57.0
13826,Isabel Betsua  Martínez González,68.0,61.0,67.0
17435,Carlos Betsua  Gómez González,94.0,50.0,65.0
14070,Pedro Angel  González Rodríguez,99.0,89.0,42.0
15751,Ana Juan  Gómez López,52.0,47.0,93.0
17873,Luis Pedro  González Pérez,74.0,42.0,63.0
16722,Andrés Luis  Rodríguez Fernández,100.0,73.0,85.0
10391,Andrés Laura  Pérez Rodríguez,85.0,77.0,89.0
17323,Andrés Juan  Pérez Fernández,49.0,74.0,76.0
10098,Leticia Angel  Gómez Pérez,85.0,95.0,93.0
19051,Leticia Lucia  González González,88.0,101.0,83.0
16633,Carlos Angel  Gómez López,61.0,49.0,53.0
17308,Carlos María  López Pérez,64.0,95.0,96.0
13669,Luis Lucia  González Martínez,58.0,49.0,68.0
17036,Leticia Carlos  Rodríguez Fernández,86.0,65.0,50.0
13949,Andrés Ana  Martínez González,78.0,59.0,100.0
14148,Leticia Luis  Rodríguez Martínez,53.0,90.0,97.0
17818,Isabel Ana  Martínez López,45.0,62.0,99.0
17783,Leticia Lucia  González López,101.0,51.0,82.0
12310,Laura Pedro  Rodríguez Rodríguez,97.0,76.0,44.0
13739,Sofía Ana  López Fernández,91.0,77.0,98.0
17223,Luis María  Rodríguez Gómez,45.0,67.0,97.0
14645,Pedro Angel  Martínez Rodríguez,87.0,97.0,68.0
15897,Ana Betsua  Fernández Rodríguez,82.0,67.0,46.0
17965,Andrés Luis  Gómez Rodríguez,65.0,45.0,101.0
19821,Pedro Luis  Martínez Gómez,42.0,75.0,55.0
12438,Carlos Betsua  Fernández Gómez,71.0,74.0,98.0
18558,María Pedro  Pérez Martínez,54.0,94.0,67.0
11434,María Ana  Rodríguez López,53.0,96.0,84.0
13073,Luis Juan  Rodríguez González,78.0,77.0,41.0
14913,Pedro Luis  Fernández Pérez,56.0,78.0,71.0
18483,Ana Lucia  Gómez Fernández,81.0,67.0,78.0
12011,Andrés Juan  González Martínez,54.0,74.0,47.0
10966,Laura Juan  Rodríguez López,57.0,74.0,87.0
12541,Laura Ana  González Fernández,66.0,71.0,46.0
15616,Pedro Carlos  Fernández González,86.0,71.0,53.0
10601,Isabel María  González Gómez,90.0,76.0,65.0
15479,Sofía Pedro  González González,79.0,89.0,46.0
12627,Leticia Lucia  Fernández Pérez,70.0,90.0,53.0
17677,Sofía Betsua  Martínez González,88.0,50.0,83.0
16394,Ana Laura  López Fernández,84.0,61.0,67.0
13074,Ana Lucia  Gómez Gómez,67.0,47.0,70.0
16741,Leticia Laura  Pérez Gómez,80.0,74.0,50.0
18128,Ana Carlos  Fernández Gómez,82.0,88.0,56.0
13146,María Juan  López Pérez,49.0,61.0,57.0
12744,Luis Laura  González González,46.0,40.0,78.0
16404,Sofía María  Martínez Gómez,54.0,51.0,55.0
10772,Laura Lucia  López González,72.0,54.0,89.0
15553,María María  Rodríguez Martínez,85.0,59.0,101.0
18534,Ana Ana  Martínez Fernández,82.0,63.0,74.0
13074,Luis Juan  López Gómez,88.0,49.0,67.0
15374,Isabel María  Fernández González,84.0,51.0,74.0
13001,Sofía Angel  Gómez Fernández,90.0,51.0,83.0
18506,Luis Ana  López Gómez,42.0,47.0,40.0
18892,Laura María  Rodríguez Gómez,88.0,69.0,54.0
19740,Ana Laura  Fernández López,99.0,80.0,62.0
19546,Leticia Luis  Pérez López,41.0,70.0,68.0
17111,Andrés Angel  López Rodríguez,91.0,55.0,53.0
12492,Pedro María  López Gómez,87.0,61.0,82.0
18084,Isabel Angel  Martínez López,80.0,69.0,53.0
19350,María Pedro  González Gómez,91.0,72.0,87.0
13495,Laura Betsua  Gómez Martínez,74.0,71.0,50.0
19798,María Carlos  Martínez González,59.0,67.0,41.0
17231,Luis Juan  González González,76.0,83.0,43.0
10539,Laura Betsua  Fernández Rodríguez,45.0,63.0,51.0
13980,Pedro Luis  Rodríguez Rodríguez,41.0,49.0,62.0
17991,Leticia Luis  López Gómez,40.0,86.0,83.0
19895,Laura Ana  Martínez Rodríguez,70.0,73.0,53.0
15204,Pedro Luis  González González,94.0,40.0,90.0
19106,María Laura  Pérez Rodríguez,50.0,87.0,55.0
13217,Luis Betsua  Rodríguez Rodríguez,69.0,66.0,64.0
10008,Luis Pedro  Fernández López,77.0,57.0,84.0
10713,Sofía Betsua  Martínez Fernández,48.0,47.0,55.0
11020,Luis Carlos  Martínez Rodríguez,54.0,100.0,57.0
12198,Carlos Ana  Gómez Gómez,76.0,46.0,100.0
13978,Andrés Lucia  Pérez Martínez,42.0,58.0,81.0
17261,Leticia Carlos  Martínez López,99.0,66.0,69.0
19993,Ana Laura  Fernández González,68.0,80.0,75.0
13669,Luis Juan  López López,65.0,87.0,52.0
11786,Ana Juan  Martínez Rodríguez,82.0,96.0,61.0
18449,Carlos Angel  Rodríguez Gómez,53.0,74.0,61.0
16971,Leticia Lucia  Rodríguez Martínez,57.0,69.0,81.0
14692,Ana Ana  González Gómez,44.0,60.0,81.0
15540,Andrés Carlos  Fernández González,49.0,69.0,58.0
18084,Pedro Juan  Gómez Fernández,88.0,101.0,46.0
13148,Sofía Juan  Pérez Gómez,66.0,101.0,53.0
12674,Andrés Angel  Martínez González,86.0,77.0,49.0
16105,Isabel Pedro  Martínez Gómez,60.0,62.0,98.0
19131,Carlos Laura  López Fernández,63.0,68.0,86.0
15841,Pedro Carlos  Fernández Pérez,85.0,97.0,68.0
17178,Isabel Ana  Rodríguez López,49.0,75.0,44.0
16403,Andrés Carlos  Fernández Pérez,93.0,87.0,93.0
17190,María María  González Gómez,100.0,49.0,73.0
15202,Leticia Angel  González Pérez,97.0,94.0,67.0
17677,Sofía Angel  López Gómez,68.0,46.0,76.0
11103,Sofía Ana  González Rodríguez,95.0,70.0,79.0
12401,Luis Carlos  Gómez González,93.0,81.0,95.0
13600,Pedro Ana  Gómez Gómez,67.0,48.0,97.0
11856,Carlos Angel  González Martínez,87.0,95.0,80.0
12552,Leticia Luis  Fernández López,42.0,69.0,59.0
16456,Sofía Laura  López Fernández,63.0,78.0,82.0
17600,Sofía Lucia  López Pérez,47.0,96.0,71.0
18857,Sofía Angel  López Pérez,55.0,57.0,96.0
13440,Leticia Laura  Martínez Rodríguez,91.0,89.0,97.0
16027,Isabel Pedro  Gómez González,87.0,57.0,100.0
10763,Luis Carlos  Pérez López,66.0,72.0,57.0
10348,Andrés Luis  Martínez González,54.0,49.0,65.0
16654,Leticia Luis  Rodríguez López,49.0,57.0,82.0
13396,Leticia Pedro  Rodríguez González,62.0,95.0,98.0
11434,Carlos Carlos  González Rodríguez,96.0,69.0,74.0
16755,Andrés Pedro  Martínez González,74.0,85.0,80.0
19592,Isabel Luis  González Fernández,42.0,92.0,71.0
19332,Laura Betsua  Pérez Pérez,46.0,82.0,67.0
16740,Sofía Luis  Gómez Martínez,88.0,89.0,63.0
18861,Andrés Juan  López Pérez,74.0,58.0,61.0
13448,Pedro Angel  Rodríguez Pérez,93.0,71.0,40.0
10067,Pedro Juan  Fernández Pérez,79.0,61.0,72.0
12234,Luis Carlos  Martínez López,62.0,80.0,87.0
18697,Isabel María  Fernández Pérez,86.0,45.0,76.0
18023,Luis Pedro  Rodríguez Fernández,41.0,45.0,67.0
15056,Isabel Lucia  Martínez Rodríguez,73.0,87.0,95.0
16228,Isabel Luis  López Martínez,88.0,81.0,82.0
18911,Carlos Betsua  Martínez González,76.0,63.0,44.0
18801,Laura Juan  Rodríguez Rodríguez,43.0,98.0,88.0
11082,Andrés Betsua  López Rodríguez,62.0,73.0,69.0
11282,Laura Pedro  Gómez Gómez,48.0,49.0,92.0
19909,Luis Lucia  López Gómez,101.0,61.0,92.0
18073,Pedro Laura  Martínez Pérez,80.0,64.0,78.0
10250,Carlos Luis  Gómez Fernández,87.0,82.0,87.0
